tanggal,co_dki1,Tavg,RH_avg,ss,ff_avg
10/20/2020,11,28.6,78,4.4,2
10/21/2020,11,27.3,82,7.5,2
10/22/2020,10,28.8,76,4,2
10/23/2020,3,29.8,68,5,1
10/24/2020,6,29.2,72,3.5,2
10/25/2020,7,28.2,78,8.8,1
10/26/2020,8,27.4,82,5,1
10/27/2020,9,27,82,3,2
10/28/2020,18,28.3,80,0,2
10/29/2020,7,29.4,74,6.8,1
10/30/2020,5,29.1,76,6,1
10/31/2020,3,28.1,77,3.4,2
1/11/2020,18,27.7,81,5.8,2
2/11/2020,15,28.6,75,3.5,2
3/11/2020,19,28.8,74,2.2,1
4/11/2020,20,28.6,74,7.5,2
5/11/2020,17,27.3,83,3,1
6/11/2020,23,27.7,86,0,1
7/11/2020,19,28.9,80,2.6,1
8/11/2020,16,27.8,80,6.5,2
9/11/2020,20,29.1,71,5.2,1
10/11/2020,18,29.5,77,8.7,2
11/11/2020,20,29.9,72,5.2,1
12/11/2020,20,29.8,74,7.5,2
13/11/2020,20,30.4,76,5,1
14/11/2020,20,30.5,71,7.5,2
15/11/2020,21,30.7,68,8.5,1
16/11/2020,20,29.7,74,7.6,2
17/11/2020,18,29.3,78,7.3,2
18/11/2020,18,29.3,76,4.5,1
19/11/2020,18,30.2,72,3,1
20/11/2020,20,29.7,77,7,1
21/11/2020,18,29.2,76,3.8,1
22/11/2020,18,28.5,77,5.6,1
23/11/2020,20,28,81,2.7,1
24/11/2020,19,28.1,77,0,1
25/11/2020,19,28.3,78,3,1
26/11/2020,21,28.7,77,6.2,1
27/11/2020,20,29.4,70,5.5,2
28/11/2020,18,28.5,79,3.7,1
29/11/2020,17,28.4,74,2.2,4
30/11/2020,16,27.8,76,1.5,2
12/1/2020,4,29.4,70,1,2
12/2/2020,4,29.4,70,5,2
12/3/2020,8,26.9,79,7.5,1
12/4/2020,8,27.8,80,0.3,1
12/5/2020,7,27.5,80,4,2
12/6/2020,7,26,90,0.5,3
12/7/2020,6,26.1,88,0,1
12/8/2020,8,28.4,78,0.2,2
12/9/2020,5,28.9,75,6.2,2
12/10/2020,4,27.8,80,3.5,2
12/11/2020,9,28.1,80,2,3
12/12/2020,6,27.7,78,3.3,2
12/13/2020,5,27,83,2,1
12/14/2020,4,28,76,8,2
12/15/2020,6,27.7,78,0.4,4
12/16/2020,5,28.1,76,1.8,2
12/17/2020,5,27.5,79,2.2,2
12/18/2020,5,28.3,74,2.4,1
12/19/2020,6,28.2,74,2,3
12/20/2020,9,27.2,81,4.6,2
12/21/2020,4,27.4,76,2.4,2
12/22/2020,6,28.6,73,0.8,2
12/23/2020,18,29.6,65,2,2
12/24/2020,8,28.9,68,7,2
12/25/2020,4,29.3,67,4.5,1
12/26/2020,3,28.9,70,6.5,3
12/27/2020,5,29.4,70,4.8,3
12/28/2020,4,29.1,70,7,3
12/29/2020,5,28.3,73,5.3,2
12/30/2020,4,28,75,1.5,2
12/31/2020,8,26.5,83,0.2,1
1/1/2021,6,27,80,0,1
1/2/2021,7,27.6,78,2.5,2
1/3/2021,7,27.9,77,3.5,2
1/4/2021,4,28.8,75,2.7,2
1/5/2021,6,28.4,76,5.2,1
1/6/2021,13,27.2,85,2.6,1
1/7/2021,6,26.8,84,4.6,1
1/8/2021,16,27.1,85,0,2
1/9/2021,27,26.4,87,0.6,1
1/10/2021,11,27.1,82,4,1
1/11/2021,14,27.8,78,0,2
1/12/2021,12,27.3,82,5,2
1/13/2021,13,27.2,83,0.3,2
1/14/2021,15,27.4,81,1,2
1/15/2021,15,27.9,79,0,2
1/16/2021,17,29.2,70,0.4,2
1/17/2021,15,27.9,82,5.5,2
1/18/2021,11,26.8,86,2.2,2
1/19/2021,12,26.7,82,0,2
1/20/2021,12,27.3,80,1.4,3
1/21/2021,14,26.6,87,3.6,1
1/22/2021,14,27,79,0.5,1
1/23/2021,43,27.4,82,0.4,2
1/24/2021,14,25.1,94,1.4,1
1/25/2021,29,27.6,80,0,1
1/26/2021,19,27.4,83,6,2
1/27/2021,10,25.9,86,3.1,2
1/28/2021,18,25.7,87,0.2,2
1/29/2021,17,26.2,87,0.3,1
1/30/2021,16,26.6,86,2.8,2
1/31/2021,16,26.6,87,1.3,1
2/1/2021,26,27.1,82,0.2,2
2/2/2021,14,27.4,83,4,2
2/3/2021,11,26.5,89,6.5,1
2/4/2021,14,26.5,87,0.3,3
2/5/2021,14,27,85,6.4,3
2/6/2021,8,28.2,80,4,2
2/7/2021,7,27.8,82,7.6,3
2/8/2021,10,28,83,4.4,2
2/9/2021,12,27.2,87,3.5,1
2/10/2021,10,28.1,80,5.8,2
2/11/2021,13,27.6,81,2.8,2
2/12/2021,16,27.4,82,4,2
2/13/2021,9,27.9,79,3,2
2/14/2021,11,27.3,88,4.2,1
2/15/2021,13,27.4,86,1.2,2
2/16/2021,11,25.5,95,4.1,1
2/17/2021,23,26,85,0,1
2/18/2021,13,25.8,86,0,2
2/19/2021,20,26.6,82,2,2
2/20/2021,11,27.9,78,2.6,3
2/21/2021,10,27.2,82,3.5,2
2/22/2021,18,27.9,78,8.4,2
2/23/2021,11,27.9,80,5.5,3
2/24/2021,10,27.3,77,5.4,2
2/25/2021,12,27.3,85,3.2,3
2/26/2021,13,26.8,86,3.4,1
2/27/2021,15,28.1,82,1.2,1
2/28/2021,12,29.5,70,5,2
3/1/2021,12,29.3,72,3.5,3
3/2/2021,15,27.3,82,5.8,1
3/3/2021,21,27.7,82,4.5,1
3/4/2021,18,28.3,78,5.9,1
3/5/2021,16,27.4,82,3,2
3/6/2021,22,26.8,86,4.2,1
3/7/2021,23,27.1,85,5,2
3/8/2021,16,27,80,0.2,2
3/9/2021,15,27.3,80,2,1
3/10/2021,20,27.4,83,3.5,2
3/11/2021,9,26,82,5.6,1
3/12/2021,12,27.4,83,3.3,2
3/13/2021,13,28.7,74,2.1,2
3/14/2021,14,26.9,79,5,1
3/15/2021,18,27.6,84,4.8,1
3/16/2021,13,27.8,82,0,1
3/17/2021,19,28.1,76,4,2
3/18/2021,15,29,74,8.2,1
3/19/2021,14,28.9,76,7,2
3/20/2021,16,27.8,80,4.6,3
3/21/2021,11,28.4,79,3.6,2
3/22/2021,13,29.3,73,8,2
3/23/2021,11,29.1,75,8,2
3/24/2021,10,28.9,72,8,3
3/25/2021,9,28.8,72,5,1
3/26/2021,19,28.8,76,5,2
3/27/2021,13,28.3,82,8.4,2
3/28/2021,15,28.8,79,2.3,1
3/29/2021,19,28.3,82,8.5,2
3/30/2021,15,27.8,86,1.3,1
3/31/2021,13,28.5,79,1,2
